ID,풍속 (m/s)
TEST_01270,0.99
TEST_01271,3.29
TEST_01272,1.55
TEST_01273,3.48
TEST_01274,3.11
TEST_01275,0.59
TEST_01276,3.84
TEST_01277,0.64
TEST_01278,3.31
TEST_01279,1.4
TEST_01280,2.28
TEST_01281,0.66
TEST_01282,1.26
TEST_01283,1.69
TEST_01284,3.47
TEST_01285,3.52
TEST_01286,4.3
TEST_01287,1.93
TEST_01288,1.98
TEST_01289,0.68
TEST_01290,0.98
TEST_01291,2.13
TEST_01292,5.37
TEST_01293,3.85
TEST_01294,0.51
TEST_01295,2.19
TEST_01296,2.1
TEST_01297,0.63
TEST_01298,0.86
TEST_01299,0.85
TEST_01300,4.38
TEST_01301,0.84
TEST_01302,3.13
TEST_01303,2.86
TEST_01304,1.57
TEST_01305,2.72
TEST_01306,2.31
TEST_01307,0.45
TEST_01308,2.39
TEST_01309,1.52
TEST_01310,0.53
TEST_01311,2.34
TEST_01312,8.87
TEST_01313,3.79
TEST_01314,0.51
TEST_01315,0.2
TEST_01316,2.1
TEST_01317,0.99
TEST_01318,0.62
TEST_01319,1.01
TEST_01320,4.43
TEST_01321,0.64
TEST_01322,1.52
TEST_01323,1.93
TEST_01324,2.08
TEST_01325,2.27
TEST_01326,2.21
TEST_01327,1.1
TEST_01328,0.94
TEST_01329,6.14
TEST_01330,1.9
TEST_01331,1.01
TEST_01332,0.28
TEST_01333,3.12
TEST_01334,0.47
TEST_01335,0.63
TEST_01336,0.84
TEST_01337,0.52
TEST_01338,1.46
TEST_01339,1.63
TEST_01340,7.02
TEST_01341,1.9
TEST_01342,1.1
TEST_01343,1.44
TEST_01344,1.07
TEST_01345,4.6
TEST_01346,0.91
TEST_01347,1.0
TEST_01348,0.56
TEST_01349,2.97
TEST_01350,1.92
TEST_01351,1.07
TEST_01352,0.81
TEST_01353,0.36
TEST_01354,1.45
TEST_01355,1.35
TEST_01356,0.99
TEST_01357,2.01
TEST_01358,0.49
TEST_01359,3.8
TEST_01360,1.4
TEST_01361,2.84
TEST_01362,0.63
TEST_01363,0.83
TEST_01364,2.48
TEST_01365,1.81
TEST_01366,2.63
TEST_01367,2.57
TEST_01368,6.49
TEST_01369,1.69
TEST_01370,1.71
TEST_01371,4.07
TEST_01372,1.46
TEST_01373,3.39
TEST_01374,0.51
TEST_01375,1.34
TEST_01376,2.76
TEST_01377,1.21
TEST_01378,0.75
TEST_01379,0.75
TEST_01380,0.65
TEST_01381,1.1
TEST_01382,3.3
TEST_01383,1.3
TEST_01384,2.47
TEST_01385,0.41
TEST_01386,5.1
TEST_01387,1.38
TEST_01388,5.3
TEST_01389,2.26
TEST_01390,3.81
TEST_01391,1.83
TEST_01392,6.82
TEST_01393,3.85
TEST_01394,3.4
TEST_01395,1.38
TEST_01396,4.05
TEST_01397,1.36
TEST_01398,1.71
TEST_01399,2.85
TEST_01400,3.48
TEST_01401,0.22
TEST_01402,0.89
TEST_01403,2.06
TEST_01404,1.15
TEST_01405,1.03
TEST_01406,0.96
TEST_01407,2.76
TEST_01408,1.93
TEST_01409,5.4
TEST_01410,0.65
TEST_01411,1.2
TEST_01412,0.72
TEST_01413,1.75
TEST_01414,0.41
TEST_01415,4.68
TEST_01416,1.96
TEST_01417,3.02
TEST_01418,0.42
TEST_01419,0.82
TEST_01420,1.15
TEST_01421,3.55
TEST_01422,0.32
TEST_01423,1.19
TEST_01424,1.38
TEST_01425,2.58
TEST_01426,2.46
TEST_01427,0.83
TEST_01428,0.88
TEST_01429,1.48
TEST_01430,0.64
TEST_01431,2.39
TEST_01432,1.53
TEST_01433,1.68
TEST_01434,0.91
TEST_01435,6.76
TEST_01436,0.32
TEST_01437,2.7
TEST_01438,4.71
TEST_01439,0.41
TEST_01440,1.35
TEST_01441,0.72
TEST_01442,1.77
TEST_01443,1.42
TEST_01444,2.3
TEST_01445,3.1
TEST_01446,1.3
TEST_01447,4.89
TEST_01448,0.43
TEST_01449,0.48
TEST_01450,0.64
TEST_01451,4.51
TEST_01452,4.6
TEST_01453,1.2
TEST_01454,2.73
TEST_01455,0.94
TEST_01456,1.35
TEST_01457,0.4
TEST_01458,1.39
TEST_01459,0.59
TEST_01460,0.82
TEST_01461,8.5
TEST_01462,5.24
TEST_01463,1.87
TEST_01464,2.57
TEST_01465,1.23
TEST_01466,1.37
TEST_01467,3.77
TEST_01468,3.27
TEST_01469,0.89
TEST_01470,1.14
TEST_01471,0.54
TEST_01472,6.24
TEST_01473,1.23
TEST_01474,1.52
TEST_01475,0.59
TEST_01476,1.2
TEST_01477,5.46
TEST_01478,6.59
TEST_01479,1.0
TEST_01480,2.07
TEST_01481,5.12
TEST_01482,1.17
TEST_01483,2.21
TEST_01484,1.4
TEST_01485,1.96
TEST_01486,1.19
TEST_01487,0.5
TEST_01488,1.29
TEST_01489,1.33
TEST_01490,3.6
TEST_01491,0.7
TEST_01492,0.32
TEST_01493,3.41
TEST_01494,5.25
TEST_01495,0.78
TEST_01496,2.25
TEST_01497,1.06
TEST_01498,0.39
TEST_01499,1.39
TEST_01500,2.65
TEST_01501,0.6
TEST_01502,0.47
TEST_01503,3.17
TEST_01504,1.05
TEST_01505,3.33
TEST_01506,0.92
TEST_01507,0.85
TEST_01508,3.51
TEST_01509,4.11
TEST_01510,1.42
TEST_01511,0.37
TEST_01512,9.63
TEST_01513,1.9
TEST_01514,4.1
TEST_01515,0.79
TEST_01516,2.28
TEST_01517,1.22
TEST_01518,3.64
TEST_01519,3.33
TEST_01520,3.44
TEST_01521,0.7
TEST_01522,2.69
TEST_01523,1.38
TEST_01524,0.92
TEST_01525,0.42
TEST_01526,1.72
TEST_01527,2.76
TEST_01528,3.51
TEST_01529,1.35
TEST_01530,0.85
TEST_01531,1.65
TEST_01532,3.34
TEST_01533,3.22
TEST_01534,3.58
TEST_01535,2.95
TEST_01536,3.02
TEST_01537,0.77
TEST_01538,3.27
TEST_01539,4.47
TEST_01540,4.77
TEST_01541,1.94
TEST_01542,5.65
TEST_01543,1.2
TEST_01544,0.74
TEST_01545,2.35
TEST_01546,0.77
TEST_01547,3.52
TEST_01548,2.03
TEST_01549,2.29
TEST_01550,2.0
TEST_01551,1.3
TEST_01552,2.06
TEST_01553,0.52
TEST_01554,0.96
TEST_01555,1.07
TEST_01556,1.78
TEST_01557,0.39
TEST_01558,2.99
TEST_01559,1.85
TEST_01560,1.8
TEST_01561,0.55
TEST_01562,0.28
TEST_01563,1.58
TEST_01564,0.87
TEST_01565,3.05
TEST_01566,1.96
TEST_01567,0.55
TEST_01568,1.68
TEST_01569,6.64
TEST_01570,1.09
TEST_01571,2.47
TEST_01572,0.92
TEST_01573,1.54
TEST_01574,0.4
TEST_01575,1.4
TEST_01576,1.78
TEST_01577,0.6
TEST_01578,4.66
TEST_01579,2.45
TEST_01580,0.97
TEST_01581,2.3
TEST_01582,1.75
TEST_01583,6.33
TEST_01584,2.28
TEST_01585,2.63
TEST_01586,2.14
TEST_01587,0.58
TEST_01588,2.68
TEST_01589,2.54
TEST_01590,5.82
TEST_01591,0.7
TEST_01592,1.98
TEST_01593,0.89
TEST_01594,1.41
TEST_01595,1.03
TEST_01596,1.5
TEST_01597,4.2
TEST_01598,0.43
TEST_01599,2.84
TEST_01600,1.38
TEST_01601,3.78
TEST_01602,2.37
TEST_01603,2.21
TEST_01604,3.22
TEST_01605,1.43
TEST_01606,1.18
TEST_01607,1.47
TEST_01608,0.37
TEST_01609,2.59
TEST_01610,1.04
TEST_01611,1.25
TEST_01612,2.85
TEST_01613,2.28
TEST_01614,1.24
TEST_01615,2.63
TEST_01616,3.15
TEST_01617,1.78
TEST_01618,1.02
TEST_01619,1.51
TEST_01620,1.35
TEST_01621,2.16
TEST_01622,0.86
TEST_01623,1.14
TEST_01624,4.49
TEST_01625,1.15
TEST_01626,2.88
TEST_01627,1.22
TEST_01628,1.01
TEST_01629,2.32
TEST_01630,3.15
TEST_01631,2.63
TEST_01632,0.53
TEST_01633,0.85
TEST_01634,1.33
TEST_01635,0.43
TEST_01636,2.11
TEST_01637,1.26
TEST_01638,7.35
TEST_01639,0.52
TEST_01640,2.46
TEST_01641,0.97
TEST_01642,1.09
TEST_01643,1.05
TEST_01644,1.92
TEST_01645,1.29
TEST_01646,0.48
TEST_01647,0.86
TEST_01648,0.75
TEST_01649,1.38
TEST_01650,0.66
TEST_01651,0.98
TEST_01652,2.04
TEST_01653,1.53
TEST_01654,1.88
TEST_01655,1.18
TEST_01656,2.18
TEST_01657,5.31
TEST_01658,5.98
TEST_01659,0.67
TEST_01660,0.89
TEST_01661,2.33
TEST_01662,0.79
TEST_01663,3.51
TEST_01664,2.19
TEST_01665,0.3
TEST_01666,1.44
TEST_01667,1.27
TEST_01668,0.98
TEST_01669,0.35
TEST_01670,0.78
TEST_01671,0.25
TEST_01672,0.62
TEST_01673,0.63
TEST_01674,3.43
TEST_01675,2.29
TEST_01676,2.36
TEST_01677,2.42
TEST_01678,1.68
TEST_01679,2.44
TEST_01680,2.46
TEST_01681,2.02
TEST_01682,1.2
TEST_01683,2.16
TEST_01684,0.25
TEST_01685,5.1
TEST_01686,1.38
TEST_01687,1.13
TEST_01688,0.32
TEST_01689,6.21
TEST_01690,3.11
TEST_01691,0.44
TEST_01692,2.93
TEST_01693,0.26
TEST_01694,1.5
TEST_01695,1.56
TEST_01696,0.85
TEST_01697,1.9
TEST_01698,1.86
TEST_01699,0.7
TEST_01700,1.48
TEST_01701,1.29
TEST_01702,1.58
TEST_01703,1.59
TEST_01704,1.35
TEST_01705,1.34
TEST_01706,1.69
TEST_01707,2.43
TEST_01708,0.48
TEST_01709,1.97
TEST_01710,2.51
TEST_01711,0.56
TEST_01712,0.23
TEST_01713,2.1
TEST_01714,10.57
TEST_01715,3.3
TEST_01716,2.74
TEST_01717,1.23
TEST_01718,0.83
TEST_01719,1.56
TEST_01720,0.82
TEST_01721,0.75
TEST_01722,2.12
TEST_01723,4.11
TEST_01724,0.75
TEST_01725,0.73
TEST_01726,1.72
TEST_01727,1.36
TEST_01728,0.72
TEST_01729,3.1
TEST_01730,2.12
TEST_01731,1.8
TEST_01732,1.22
TEST_01733,0.21
TEST_01734,1.53
TEST_01735,1.61
TEST_01736,1.87
TEST_01737,3.78
TEST_01738,1.14
TEST_01739,3.11
TEST_01740,1.58
TEST_01741,3.51
TEST_01742,4.79
TEST_01743,1.23
TEST_01744,3.32
TEST_01745,2.89
TEST_01746,1.19
TEST_01747,3.02
TEST_01748,0.52
TEST_01749,1.13
TEST_01750,2.81
TEST_01751,0.8
TEST_01752,1.96
TEST_01753,3.03
TEST_01754,4.96
TEST_01755,2.13
TEST_01756,1.41
TEST_01757,0.71
TEST_01758,1.33
TEST_01759,3.21
TEST_01760,0.65
TEST_01761,1.82
TEST_01762,3.53
TEST_01763,1.33
TEST_01764,2.63
TEST_01765,1.23
TEST_01766,1.71
TEST_01767,0.87
TEST_01768,0.97
TEST_01769,3.62
TEST_01770,0.84
TEST_01771,0.99
TEST_01772,2.05
TEST_01773,3.56
TEST_01774,0.66
TEST_01775,3.31
TEST_01776,1.56
TEST_01777,1.49
TEST_01778,0.58
TEST_01779,1.9
TEST_01780,3.06
TEST_01781,0.19
TEST_01782,1.0
TEST_01783,2.55
TEST_01784,3.38
TEST_01785,0.79
TEST_01786,2.08
TEST_01787,0.75
TEST_01788,1.89
TEST_01789,1.59
TEST_01790,2.31
TEST_01791,0.91
TEST_01792,2.16
TEST_01793,2.18
TEST_01794,1.16
TEST_01795,0.22
TEST_01796,5.09
TEST_01797,5.44
TEST_01798,6.97
TEST_01799,2.87
TEST_01800,1.16
TEST_01801,1.76
TEST_01802,1.51
TEST_01803,0.85
TEST_01804,0.87
TEST_01805,0.82
TEST_01806,2.78
TEST_01807,1.92
TEST_01808,0.9
TEST_01809,2.33
TEST_01810,0.65
TEST_01811,2.38
TEST_01812,0.46
TEST_01813,2.6
TEST_01814,0.96
TEST_01815,3.93
TEST_01816,4.51
TEST_01817,0.41
TEST_01818,1.78
TEST_01819,0.82
TEST_01820,0.89
TEST_01821,1.55
TEST_01822,0.87
TEST_01823,1.24
TEST_01824,1.78
TEST_01825,0.57
TEST_01826,1.28
TEST_01827,1.75
TEST_01828,0.9
TEST_01829,2.45
TEST_01830,1.62
TEST_01831,5.03
TEST_01832,6.97
TEST_01833,1.93
TEST_01834,2.68
TEST_01835,4.2
TEST_01836,0.26
TEST_01837,2.21
TEST_01838,0.54
TEST_01839,0.58
TEST_01840,0.43
TEST_01841,4.74
TEST_01842,0.46
TEST_01843,1.08
TEST_01844,0.25
TEST_01845,2.44
TEST_01846,7.06
TEST_01847,3.39
TEST_01848,2.53
TEST_01849,1.23
TEST_01850,1.06
TEST_01851,1.89
TEST_01852,3.74
TEST_01853,2.02
TEST_01854,0.42
TEST_01855,2.31
TEST_01856,0.77
TEST_01857,3.17
TEST_01858,1.22
TEST_01859,1.17
TEST_01860,1.73
TEST_01861,1.43
TEST_01862,1.53
TEST_01863,0.76
TEST_01864,2.24
TEST_01865,1.7
TEST_01866,2.52
TEST_01867,2.47
TEST_01868,0.77
TEST_01869,0.28
TEST_01870,3.61
TEST_01871,0.26
TEST_01872,5.74
TEST_01873,0.93
TEST_01874,1.75
TEST_01875,5.39
TEST_01876,2.62
TEST_01877,1.53
TEST_01878,1.03
TEST_01879,2.61
TEST_01880,2.98
TEST_01881,0.2
TEST_01882,2.44
TEST_01883,2.04
TEST_01884,1.26
TEST_01885,5.49
TEST_01886,2.44
TEST_01887,0.81
TEST_01888,0.83
TEST_01889,5.5
TEST_01890,1.77
TEST_01891,0.75
TEST_01892,1.52
TEST_01893,3.64
TEST_01894,0.49
TEST_01895,0.47
TEST_01896,2.48
TEST_01897,5.07
TEST_01898,0.39
TEST_01899,3.05
TEST_01900,0.69
TEST_01901,2.58
TEST_01902,0.97
TEST_01903,0.91
TEST_01904,2.76
TEST_01905,1.87
TEST_01906,1.67
TEST_01907,5.43
TEST_01908,0.84
TEST_01909,0.85
TEST_01910,1.6
TEST_01911,1.32
TEST_01912,2.28
TEST_01913,0.67
TEST_01914,1.84
TEST_01915,6.04
TEST_01916,1.23
TEST_01917,0.46
TEST_01918,1.32
TEST_01919,1.61
TEST_01920,0.55
TEST_01921,1.55
TEST_01922,1.25
TEST_01923,4.19
TEST_01924,2.33
TEST_01925,1.05
TEST_01926,2.58
TEST_01927,0.45
TEST_01928,6.74
TEST_01929,1.0
TEST_01930,2.44
TEST_01931,0.6
TEST_01932,1.29
TEST_01933,1.84
TEST_01934,3.55
TEST_01935,0.74
TEST_01936,0.42
TEST_01937,2.79
TEST_01938,1.81
TEST_01939,0.64
TEST_01940,1.18
TEST_01941,0.73
TEST_01942,1.82
TEST_01943,1.95
TEST_01944,0.17
TEST_01945,1.78
TEST_01946,1.87
TEST_01947,4.3
TEST_01948,2.06
TEST_01949,0.85
TEST_01950,1.84
TEST_01951,0.35
TEST_01952,2.51
TEST_01953,1.52
TEST_01954,4.38
TEST_01955,0.87
TEST_01956,2.9
TEST_01957,2.26
TEST_01958,1.15
TEST_01959,0.88
TEST_01960,2.15
TEST_01961,3.36
TEST_01962,1.65
TEST_01963,2.64
TEST_01964,1.51
TEST_01965,3.28
TEST_01966,1.16
TEST_01967,0.56
TEST_01968,1.06
TEST_01969,4.34
TEST_01970,1.28
TEST_01971,0.69
TEST_01972,1.89
TEST_01973,1.65
TEST_01974,0.42
TEST_01975,2.64
TEST_01976,3.09
TEST_01977,1.54
TEST_01978,1.54
TEST_01979,1.43
TEST_01980,1.48
TEST_01981,3.1
TEST_01982,4.51
TEST_01983,4.26
TEST_01984,4.77
TEST_01985,2.91
TEST_01986,2.1
TEST_01987,4.41
TEST_01988,0.6
TEST_01989,0.82
TEST_01990,0.68
TEST_01991,2.98
TEST_01992,3.9
TEST_01993,0.75
TEST_01994,1.46
TEST_01995,1.66
TEST_01996,0.31
TEST_01997,4.66
TEST_01998,0.94
TEST_01999,2.83
TEST_02000,1.14
TEST_02001,1.14
TEST_02002,4.34
TEST_02003,1.21
TEST_02004,0.99
TEST_02005,0.76
TEST_02006,5.73
TEST_02007,3.98
TEST_02008,0.3
TEST_02009,5.27
TEST_02010,0.55
TEST_02011,7.87
TEST_02012,4.11
TEST_02013,1.8
TEST_02014,4.69
TEST_02015,3.77
TEST_02016,1.82
TEST_02017,0.93
TEST_02018,5.66
TEST_02019,1.76
TEST_02020,1.7
TEST_02021,2.69
TEST_02022,0.34
TEST_02023,0.38
TEST_02024,3.14
TEST_02025,2.03
TEST_02026,3.76
TEST_02027,5.44
TEST_02028,1.87
TEST_02029,1.41
TEST_02030,0.21
TEST_02031,1.18
TEST_02032,5.41
TEST_02033,1.43
TEST_02034,1.4
TEST_02035,0.43
TEST_02036,1.81
TEST_02037,0.44
TEST_02038,1.29
TEST_02039,2.39
TEST_02040,1.59
TEST_02041,1.06
TEST_02042,1.18
TEST_02043,1.1
TEST_02044,1.31
TEST_02045,0.85
TEST_02046,0.47
TEST_02047,3.28
TEST_02048,4.22
TEST_02049,3.1
TEST_02050,1.64
TEST_02051,4.52
TEST_02052,1.95
TEST_02053,1.19
TEST_02054,5.13
TEST_02055,0.45
TEST_02056,0.45
TEST_02057,6.14
TEST_02058,3.78
TEST_02059,2.91
TEST_02060,1.97
TEST_02061,0.81
TEST_02062,1.36
TEST_02063,0.9
TEST_02064,1.65
TEST_02065,3.8
TEST_02066,2.29
TEST_02067,3.71
TEST_02068,2.12
TEST_02069,2.54
TEST_02070,2.3
TEST_02071,0.84
TEST_02072,0.72
TEST_02073,2.58
TEST_02074,3.27
TEST_02075,3.27
TEST_02076,1.03
TEST_02077,3.79
TEST_02078,3.23
TEST_02079,0.59
TEST_02080,3.48
TEST_02081,4.73
TEST_02082,0.3
TEST_02083,2.26
TEST_02084,1.76
TEST_02085,3.09
TEST_02086,1.13
TEST_02087,1.11
TEST_02088,3.3
TEST_02089,4.25
TEST_02090,2.42
TEST_02091,4.1
TEST_02092,1.2
TEST_02093,3.4
TEST_02094,2.64
TEST_02095,0.89
TEST_02096,1.31
TEST_02097,3.13
TEST_02098,2.52
TEST_02099,8.72
TEST_02100,3.02
TEST_02101,0.78
TEST_02102,0.64
TEST_02103,1.54
TEST_02104,2.68
TEST_02105,0.99
TEST_02106,0.53
TEST_02107,1.52
TEST_02108,2.34
TEST_02109,6.82
TEST_02110,1.52
TEST_02111,2.12
TEST_02112,1.42
TEST_02113,3.45
TEST_02114,0.19
TEST_02115,1.36
TEST_02116,0.96
TEST_02117,1.13
TEST_02118,2.11
TEST_02119,2.32
TEST_02120,1.35
TEST_02121,1.2
TEST_02122,1.27
TEST_02123,1.77
TEST_02124,1.34
TEST_02125,1.6
TEST_02126,1.53
TEST_02127,0.79
TEST_02128,1.86
TEST_02129,1.81
TEST_02130,2.61
TEST_02131,1.1
TEST_02132,2.12
TEST_02133,0.63
TEST_02134,2.71
TEST_02135,2.26
TEST_02136,2.19
TEST_02137,3.14
TEST_02138,0.6
TEST_02139,0.51
TEST_02140,4.61
TEST_02141,3.23
TEST_02142,2.52
TEST_02143,2.06
TEST_02144,4.32
TEST_02145,2.8
TEST_02146,1.04
TEST_02147,3.55
TEST_02148,6.51
TEST_02149,5.47
TEST_02150,1.19
TEST_02151,3.14
TEST_02152,0.6
TEST_02153,1.45
TEST_02154,2.66
TEST_02155,2.54
TEST_02156,1.34
TEST_02157,4.09
TEST_02158,0.59
TEST_02159,3.15
TEST_02160,0.5
TEST_02161,3.33
TEST_02162,5.27
TEST_02163,0.36
TEST_02164,0.32
TEST_02165,0.73
TEST_02166,1.57
TEST_02167,1.52
TEST_02168,0.94
TEST_02169,5.48
TEST_02170,0.3
TEST_02171,2.54
TEST_02172,1.64
TEST_02173,2.25
TEST_02174,3.44
TEST_02175,4.34
TEST_02176,1.36
TEST_02177,3.51
TEST_02178,0.44
TEST_02179,0.94
TEST_02180,5.22
TEST_02181,4.2
TEST_02182,2.06
TEST_02183,3.87
TEST_02184,2.59
TEST_02185,1.9
TEST_02186,2.54
TEST_02187,1.06
TEST_02188,1.56
TEST_02189,3.98
TEST_02190,0.43
TEST_02191,6.0
TEST_02192,1.46
TEST_02193,2.95
TEST_02194,0.9
TEST_02195,0.92
TEST_02196,4.04
TEST_02197,2.41
TEST_02198,3.03
TEST_02199,0.72
TEST_02200,3.22
TEST_02201,0.29
TEST_02202,2.82
TEST_02203,2.18
TEST_02204,2.53
TEST_02205,2.36
TEST_02206,2.75
TEST_02207,1.65
TEST_02208,4.09
TEST_02209,0.58
TEST_02210,4.51
TEST_02211,2.39
TEST_02212,0.84
TEST_02213,2.22
TEST_02214,2.34
TEST_02215,0.79
TEST_02216,5.8
TEST_02217,1.61
TEST_02218,2.53
TEST_02219,4.64
TEST_02220,1.09
TEST_02221,1.27
TEST_02222,0.63
TEST_02223,0.99
TEST_02224,2.61
TEST_02225,4.18
TEST_02226,2.27
TEST_02227,3.21
TEST_02228,2.26
TEST_02229,1.37
TEST_02230,1.58
TEST_02231,0.7
TEST_02232,0.91
TEST_02233,4.37
TEST_02234,2.62
TEST_02235,0.78
TEST_02236,1.74
TEST_02237,0.6
TEST_02238,2.16
TEST_02239,1.65
TEST_02240,0.8
TEST_02241,1.37
TEST_02242,0.52
TEST_02243,8.39
TEST_02244,1.56
TEST_02245,1.0
TEST_02246,1.14
TEST_02247,2.95
TEST_02248,2.15
TEST_02249,3.1
TEST_02250,2.73
TEST_02251,0.68
TEST_02252,1.89
TEST_02253,1.33
TEST_02254,2.24
TEST_02255,0.99
TEST_02256,0.65
TEST_02257,2.43
TEST_02258,2.6
TEST_02259,3.03
TEST_02260,1.75
TEST_02261,2.42
TEST_02262,2.07
TEST_02263,2.06
TEST_02264,4.1
TEST_02265,0.96
TEST_02266,1.27
TEST_02267,0.62
TEST_02268,1.23
TEST_02269,2.97
TEST_02270,3.02
TEST_02271,1.76
TEST_02272,3.93
TEST_02273,0.74
TEST_02274,2.35
TEST_02275,0.39
TEST_02276,5.99
TEST_02277,6.19
TEST_02278,1.07
TEST_02279,0.69
TEST_02280,2.6
TEST_02281,3.33
TEST_02282,1.2
TEST_02283,2.96
TEST_02284,1.05
TEST_02285,3.27
TEST_02286,5.28
TEST_02287,2.04
TEST_02288,1.94
TEST_02289,3.3
TEST_02290,2.25
TEST_02291,3.01
TEST_02292,2.13
TEST_02293,0.96
TEST_02294,1.65
TEST_02295,2.04
TEST_02296,0.32
TEST_02297,3.42
TEST_02298,1.34
TEST_02299,2.51
TEST_02300,1.19
TEST_02301,1.94
TEST_02302,2.68
TEST_02303,2.62
TEST_02304,0.58
TEST_02305,2.92
TEST_02306,0.57
TEST_02307,1.58
TEST_02308,1.02
TEST_02309,1.15
TEST_02310,0.68
TEST_02311,1.12
TEST_02312,1.73
TEST_02313,3.15
TEST_02314,0.5
TEST_02315,2.17
TEST_02316,2.7
TEST_02317,0.51
TEST_02318,0.55
TEST_02319,1.46
TEST_02320,0.37
TEST_02321,2.06
TEST_02322,2.97
TEST_02323,2.73
TEST_02324,1.52
TEST_02325,2.62
TEST_02326,1.14
TEST_02327,2.22
TEST_02328,0.3
TEST_02329,0.59
TEST_02330,0.57
TEST_02331,1.32
TEST_02332,2.07
TEST_02333,1.5
TEST_02334,1.14
TEST_02335,1.63
TEST_02336,1.33
TEST_02337,0.54
TEST_02338,5.98
TEST_02339,0.26
TEST_02340,1.02
TEST_02341,1.23
TEST_02342,1.62
TEST_02343,6.21
TEST_02344,3.07
TEST_02345,3.03
TEST_02346,3.09
TEST_02347,1.64
TEST_02348,0.44
TEST_02349,0.79
TEST_02350,1.03
TEST_02351,1.79
TEST_02352,0.63
TEST_02353,0.43
TEST_02354,2.94
TEST_02355,3.01
TEST_02356,0.73
TEST_02357,0.55
TEST_02358,1.43
TEST_02359,1.73
TEST_02360,1.39
TEST_02361,1.82
TEST_02362,2.31
TEST_02363,1.37
TEST_02364,1.01
TEST_02365,2.27
TEST_02366,1.51
TEST_02367,2.55
TEST_02368,2.96
TEST_02369,0.99
TEST_02370,3.36
TEST_02371,3.26
TEST_02372,1.12
TEST_02373,2.0
TEST_02374,3.18
TEST_02375,3.24
TEST_02376,2.06
TEST_02377,0.97
TEST_02378,0.18
TEST_02379,1.91
TEST_02380,3.15
TEST_02381,2.87
TEST_02382,1.2
TEST_02383,2.11
TEST_02384,2.6
TEST_02385,1.02
TEST_02386,1.25
TEST_02387,0.91
TEST_02388,0.75
TEST_02389,1.51
TEST_02390,0.8
TEST_02391,1.6
TEST_02392,2.15
TEST_02393,1.01
TEST_02394,3.96
TEST_02395,1.77
TEST_02396,3.32
TEST_02397,0.34
TEST_02398,1.03
TEST_02399,1.05
TEST_02400,0.89
TEST_02401,1.5
TEST_02402,1.12
TEST_02403,1.2
TEST_02404,2.45
TEST_02405,1.42
TEST_02406,1.21
TEST_02407,9.67
TEST_02408,2.6
TEST_02409,4.24
TEST_02410,2.87
TEST_02411,2.81
TEST_02412,1.31
TEST_02413,3.26
TEST_02414,2.12
TEST_02415,2.76
TEST_02416,4.25
TEST_02417,0.26
TEST_02418,0.18
TEST_02419,1.4
TEST_02420,2.27
TEST_02421,1.88
TEST_02422,1.59
TEST_02423,1.51
TEST_02424,2.72
TEST_02425,0.54
TEST_02426,0.25
TEST_02427,1.98
TEST_02428,1.35
TEST_02429,2.41
TEST_02430,0.26
TEST_02431,0.39
TEST_02432,3.76
TEST_02433,5.35
TEST_02434,1.55
TEST_02435,2.23
TEST_02436,2.77
TEST_02437,3.3
TEST_02438,1.13
TEST_02439,1.35
TEST_02440,0.77
TEST_02441,1.52
TEST_02442,2.27
TEST_02443,1.8
TEST_02444,4.38
TEST_02445,1.66
TEST_02446,1.15
TEST_02447,0.43
TEST_02448,1.75
TEST_02449,0.55
TEST_02450,0.59
TEST_02451,0.64
TEST_02452,0.95
TEST_02453,1.33
TEST_02454,0.67
TEST_02455,0.99
TEST_02456,1.38
TEST_02457,4.87
TEST_02458,2.0
TEST_02459,2.04
TEST_02460,4.31
TEST_02461,1.06
TEST_02462,1.47
TEST_02463,0.38
TEST_02464,5.13
TEST_02465,1.79
TEST_02466,1.44
TEST_02467,3.62
TEST_02468,0.67
TEST_02469,1.77
TEST_02470,1.34
TEST_02471,3.27
TEST_02472,1.39
TEST_02473,0.92
TEST_02474,3.28
TEST_02475,4.77
TEST_02476,1.11
TEST_02477,0.36
TEST_02478,0.82
TEST_02479,1.72
TEST_02480,3.56
TEST_02481,0.41
TEST_02482,5.36
TEST_02483,1.35
TEST_02484,3.89
TEST_02485,4.84
TEST_02486,3.83
TEST_02487,8.42
TEST_02488,0.78
TEST_02489,0.63
TEST_02490,1.58
TEST_02491,0.95
TEST_02492,4.27
TEST_02493,6.78
TEST_02494,3.96
TEST_02495,0.92
TEST_02496,4.51
TEST_02497,3.69
TEST_02498,1.2
TEST_02499,0.52
TEST_02500,1.43
TEST_02501,0.88
TEST_02502,1.97
TEST_02503,0.86
TEST_02504,1.97
TEST_02505,2.99
TEST_02506,0.36
TEST_02507,1.0
TEST_02508,3.51
TEST_02509,0.45
TEST_02510,1.73
TEST_02511,2.51
TEST_02512,2.0
TEST_02513,2.25
TEST_02514,1.29
TEST_02515,1.87
TEST_02516,0.78
TEST_02517,3.4
TEST_02518,3.01
TEST_02519,2.27
TEST_02520,3.94
TEST_02521,1.62
TEST_02522,0.69
TEST_02523,1.4
TEST_02524,0.85
TEST_02525,2.29
TEST_02526,0.82
TEST_02527,2.95
TEST_02528,1.39
TEST_02529,4.17
TEST_02530,0.92
TEST_02531,0.59
TEST_02532,1.27
TEST_02533,4.19
TEST_02534,0.61
TEST_02535,2.19
TEST_02536,2.44
TEST_02537,5.51
TEST_02538,5.01
TEST_02539,0.55
TEST_02540,1.3
